Descriptor,State Average Performance (%),National Average Performance (%)
Listens and Comprehends four to five texts of varying lengths correctly,86,78

Descriptor,State Average Performance (%),National Average Performance (%)
Correctly identifies at least one initial sound in grade level words,99,96
Correctly identifies at least one final sound in grade level words,98,92
Not able to identify the initial sound and final sound in any of the given grade level words,1,3

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80-100 letters correctly and fluently,70,73
Reads 50-79 letters correctly/reads some letters with self correction,21,13
Reads 10-49 letters correctly/hesitantly  with self correction,9,8
Reads less than 10 letters correctly/hesitantly  with self correction,1,6

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,54,70
Reads 50% to Less than 80% words correctly (with self correction wherever needed),34,11
Reads 10% to less than 50% words correctly (with self correction wherever needed),9,6
Reads less than 10% words correctly (with self correction wherever needed),3,12

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,52,65
Reads 50%  to Less than 80% words correctly (with self correction wherever needed),31,16
Reads 10% to less than 50% words correctly (with self correction wherever needed),15,10
Reads less than 10% words correctly (with self correction wherever needed),2,10

Descriptor,State Average Performance (%),National Average Performance (%)
Reads and Comprehends four to five texts of varying lengths correctly,66,77

Benchmark,,0 - 11,12 - 32,33 - 52,53 and above
Percentage of Students meeting the standard,State/UT,10,54,26,10.0
,National,16,34,28,22.0
Percentage of Girls meeting the standard,State/UT,8,53,30,9.0
,National,15,33,27,25.0
Percentage of Boys meeting the standard,State/UT,12,56,22,10.0
,National,18,36,27,19
