Descriptor,State Average Performance (%),National Average Performance (%)
Listens and Comprehends four to five texts of varying lengths correctly,92,91

Descriptor,State Average Performance (%),National Average Performance (%)
Correctly identifies at least one initial sound in grade level words,95,94
Correctly identifies at least one final sound in grade level words,91,90
Not able to identify the initial sound and final sound in any of the given grade level words,5,6

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80-100 letters correctly and fluently,74,69
Reads 50-79 letters correctly/reads some letters with self correction,12,13
Reads 10-49 letters correctly/hesitantly  with self correction,8,11
Reads less than 10 letters correctly/hesitantly  with self correction,6,7

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,55,52
Reads 50% to Less than 80% words correctly (with self correction wherever needed),23,22
Reads 10% to less than 50% words correctly (with self correction wherever needed),8,10
Reads less than 10% words correctly (with self correction wherever needed),14,15

Descriptor,State Average Performance (%),National Average Performance (%)
Reads 80% and more words  correctly and fluently,50,48
Reads 50%  to Less than 80% words correctly (with self correction wherever needed),23,22
Reads 10% to less than 50% words correctly (with self correction wherever needed),11,13
Reads less than 10% words correctly (with self correction wherever needed),15,16

Descriptor,State Average Performance (%),National Average Performance (%)
Reads and Comprehends four to five texts of varying lengths correctly,85,84

Benchmark,,0 - 8,9 - 26,27 - 50,51 and above
Percentage of Students meeting the standard,State/UT,21,33,39,7.0
,National,24,31,36,9.0
Percentage of Girls meeting the standard,State/UT,18,35,39,8.0
,National,22,32,36,10.0
Percentage of Boys meeting the standard,State/UT,24,31,39,6.0
,National,26,30,35,9
